controller,motor,eta,candidate,r1,r2,r3,r4,rep,fault_z,fault_vz,qp_score,qp_predicted_vz,vertical_speed_mps,horizontal_speed_mps,max_tilt_deg,angular_rate_radps,horizontal_drift_m,safe_touchdown,file
state_aware_qp_event_allocator,1,0.496,opp_m3_10000,0,0,10000,0,1,0.7136292457580566,-0.0036859933752566,1.0911999999999973,0.352,0.3513082861900329,0.009563001943586277,0.1138579547405242,0.024224482993006443,0.2539829071498767,False,qp_event_allocator_m1_eta0p496_m1_eta0p496_rep1.csv
state_aware_qp_event_allocator,1,0.496,opp_m3_10000,0,0,10000,0,2,0.7135394811630249,-0.003887710859999,1.0911999999999973,0.352,0.3529430031776428,0.009239439769321347,0.0839892625808715,0.024257889395090167,0.2485598557118949,False,qp_event_allocator_m1_eta0p496_m1_eta0p496_rep2.csv
state_aware_qp_event_allocator,1,0.496,opp_m3_10000,0,0,10000,0,3,0.7135632038116455,-0.0036959110293537,1.0911999999999973,0.352,0.3531051576137543,0.010182845401498795,0.1094997972249984,0.02354407669074012,0.2595424929000228,False,qp_event_allocator_m1_eta0p496_m1_eta0p496_rep3.csv
state_aware_qp_event_allocator,1,0.496,opp_m3_10000,0,0,10000,0,4,0.7134717106819153,-0.0040959152393043,1.0911999999999973,0.352,0.3550427556037903,0.011546111740298327,0.1121849343180656,0.02472152109208063,0.2694180230622483,False,qp_event_allocator_m1_eta0p496_m1_eta0p496_rep4.csv
state_aware_qp_event_allocator,1,0.496,opp_m3_10000,0,0,10000,0,5,0.7136470675468445,-0.003668776480481,1.0911999999999973,0.352,0.34471195936203,0.009890426139624325,0.0818461328744888,0.023740939780415776,0.2549087845967561,True,qp_event_allocator_m1_eta0p496_m1_eta0p496_rep5.csv
state_aware_qp_event_allocator,2,0.496,balanced_1000_0_1000_12000,1000,0,1000,12000,1,0.7135764360427856,-0.0037415570113807,1.1107219999999989,0.3473,0.378034234046936,0.014065824838218137,0.0761559233069419,0.01934702845761591,0.32598805806054504,False,qp_event_allocator_m2_eta0p496_m2_eta0p496_rep1.csv
state_aware_qp_event_allocator,2,0.496,balanced_1000_0_1000_12000,1000,0,1000,12000,2,0.713571310043335,-0.0038208221085369,1.1107219999999989,0.3473,0.3593129813671112,0.012094771582672473,0.0796744152903556,0.015089999962183957,0.3211575860078827,False,qp_event_allocator_m2_eta0p496_m2_eta0p496_rep2.csv
state_aware_qp_event_allocator,2,0.496,balanced_1000_0_1000_12000,1000,0,1000,12000,3,0.7136305570602417,-0.0035376001615077,1.1107219999999989,0.3473,0.3790226280689239,0.012814384730823924,0.0323884598910808,0.016120260589262622,0.31089221068144385,False,qp_event_allocator_m2_eta0p496_m2_eta0p496_rep3.csv
state_aware_qp_event_allocator,2,0.496,balanced_1000_0_1000_12000,1000,0,1000,12000,4,0.7136725187301636,-0.0039741043001413,1.1107219999999989,0.3473,0.3746935725212097,0.014024249998867472,0.1025559231638908,0.016044829423404263,0.34008057922446017,False,qp_event_allocator_m2_eta0p496_m2_eta0p496_rep4.csv
state_aware_qp_event_allocator,2,0.496,balanced_1000_0_1000_12000,1000,0,1000,12000,5,0.7136285305023193,-0.0036341364029794,1.1107219999999989,0.3473,0.362561285495758,0.012084360198354916,0.0787932649254798,0.015014884280964005,0.3309490840451486,False,qp_event_allocator_m2_eta0p496_m2_eta0p496_rep5.csv
state_aware_qp_event_allocator,3,0.496,opp_m1_12000,12000,0,0,0,1,0.7136544585227966,-0.0040256911888718,0.8455680000000003,0.3476,0.3287983536720276,0.016459960206991794,0.095587246119976,0.021441681998327855,0.296163076265991,True,qp_event_allocator_m3_eta0p496_m3_eta0p496_rep1.csv
state_aware_qp_event_allocator,3,0.496,opp_m1_12000,12000,0,0,0,2,0.7135536074638367,-0.0040636328049004,0.8455680000000003,0.3476,0.3272645473480224,0.02059184326301092,0.1656221747398376,0.021214095728932438,0.32669744285520097,True,qp_event_allocator_m3_eta0p496_m3_eta0p496_rep2.csv
state_aware_qp_event_allocator,3,0.496,opp_m1_12000,12000,0,0,0,3,0.7135913968086243,-0.0038314850535243,0.8455680000000003,0.3476,0.3382988572120666,0.019125672809570858,0.1180841475725174,0.020582907304018027,0.31395524987457596,True,qp_event_allocator_m3_eta0p496_m3_eta0p496_rep3.csv
state_aware_qp_event_allocator,3,0.496,opp_m1_12000,12000,0,0,0,4,0.7135227918624878,-0.003876696107909,0.8455680000000003,0.3476,0.3229068517684936,0.016099179338206576,0.0924199894070625,0.02297153048987129,0.2950234413594036,True,qp_event_allocator_m3_eta0p496_m3_eta0p496_rep4.csv
state_aware_qp_event_allocator,3,0.496,opp_m1_12000,12000,0,0,0,5,0.7136190533638,-0.0040468266233801,0.8455680000000003,0.3476,0.3378456830978393,0.017329535239285532,0.052648801356554,0.02014212794883424,0.301577370568129,True,qp_event_allocator_m3_eta0p496_m3_eta0p496_rep5.csv
state_aware_qp_event_allocator,4,0.496,opp_m2_10000,0,10000,0,0,1,0.7135951519012451,-0.0036305419635027,1.0911999999999973,0.352,0.3697673380374908,0.013481211988968882,0.0619208328425884,0.02080137575663079,0.26946638629507497,False,qp_event_allocator_m4_eta0p496_m4_eta0p496_rep1.csv
state_aware_qp_event_allocator,4,0.496,opp_m2_10000,0,10000,0,0,2,0.7137497067451477,-0.0038376280572265,1.0911999999999973,0.352,0.3407871723175049,0.011756825306775003,0.1119167432188987,0.019882389067974064,0.2835693402496222,True,qp_event_allocator_m4_eta0p496_m4_eta0p496_rep2.csv
state_aware_qp_event_allocator,4,0.496,opp_m2_10000,0,10000,0,0,3,0.7136374711990356,-0.0037289904430508,1.0911999999999973,0.352,0.360810786485672,0.01342099572739683,0.0636158213019371,0.02079377531704538,0.2725721321290185,False,qp_event_allocator_m4_eta0p496_m4_eta0p496_rep3.csv
state_aware_qp_event_allocator,4,0.496,opp_m2_10000,0,10000,0,0,4,0.7136787176132202,-0.0037164117675274,1.0911999999999973,0.352,0.3503201603889465,0.011428444937601647,0.0829818397760391,0.01964656961401948,0.27395613722417006,False,qp_event_allocator_m4_eta0p496_m4_eta0p496_rep4.csv
state_aware_qp_event_allocator,4,0.496,opp_m2_10000,0,10000,0,0,5,0.7135952115058899,-0.003880830714479,1.0911999999999973,0.352,0.3505784571170807,0.012249521800513563,0.0725617706775665,0.020457554878854697,0.2746421283467504,False,qp_event_allocator_m4_eta0p496_m4_eta0p496_rep5.csv
